,0,1,2,3,4,5,6,7,8,9,10
HuberRegressor,-22920.0,-14910.0,180.0,1570.0,-3450.0,-4700.0,-2870.0,-3870.0,-1370.0,-1090.0,-180.0
MLPRegressor,-34890.0,-26050.0,-17080.0,-3140.0,-4910.0,860.0,2150.0,-200.0,-2440.0,-120.0,2450.0
KNeighborsRegressor,-22820.0,-15390.0,-16260.0,-9210.0,-7300.0,-8400.0,-460.0,-1720.0,890.0,-440.0,-1980.0
XGBRegressor,-32160.0,-19610.0,-10920.0,-8080.0,-7200.0,-3230.0,-1290.0,-10.0,2930.0,1130.0,-500.0
Lasso,-23760.0,-13860.0,790.0,170.0,-1760.0,-7040.0,-5860.0,-2290.0,-1630.0,-1270.0,-880.0
Ridge,-28170.0,-15170.0,1440.0,1680.0,-5130.0,-4840.0,-4600.0,-3760.0,-2860.0,-1090.0,-40.0
SGDRegressor,-21450.0,-14830.0,-6790.0,1390.0,830.0,-3770.0,-6490.0,-4130.0,-1730.0,-2080.0,-1150.0
