,0,1,2,3,4,5,6,7,8,9,10
HuberRegressor,-6120.0,-4340.0,-330.0,2110.0,150.0,-460.0,-220.0,-450.0,-370.0,-260.0,-90.0
MLPRegressor,-6330.0,-5860.0,-6330.0,-4620.0,-3510.0,-2980.0,-2350.0,-2580.0,-790.0,650.0,340.0
KNeighborsRegressor,-7250.0,-6650.0,-4380.0,-2030.0,-2730.0,-620.0,520.0,100.0,180.0,-110.0,-450.0
XGBRegressor,-870.0,-860.0,650.0,-640.0,-980.0,1140.0,1910.0,3240.0,2030.0,460.0,10.0
Lasso,-8010.0,-4300.0,-1980.0,260.0,860.0,180.0,-420.0,-180.0,100.0,-330.0,30.0
Ridge,-6330.0,-4280.0,-230.0,1710.0,70.0,-130.0,-340.0,-640.0,-240.0,-150.0,-90.0
SGDRegressor,-4230.0,-5090.0,-2550.0,1840.0,2150.0,-50.0,390.0,-300.0,-210.0,-540.0,-60.0
