GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,E_TM_TOV_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0041000101,1610612741,Bulls,CHI,Chicago,240:00,115.5,115.6,109.4,112.5,6.0,3.1,0.5,1.2,13.9,0.521,0.688,0.604,16.652,16.7,0.476,0.541,1.0,0.198,90.28,89.0,74.17,90,0.541
0041000101,1610612754,Pacers,IND,Indiana,240:00,109.4,112.5,115.5,115.6,-6.0,-3.1,0.538,1.75,16.9,0.313,0.479,0.396,13.263,13.6,0.524,0.541,1.0,0.195,90.28,89.0,74.17,88,0.459
0041000102,1610612741,Bulls,CHI,Chicago,240:00,96.0,99.0,91.9,93.8,4.1,5.2,0.469,0.68,11.1,0.481,0.78,0.625,22.009,22.7,0.416,0.49,1.0,0.198,98.92,96.5,80.42,97,0.529
0041000102,1610612754,Pacers,IND,Indiana,240:00,91.9,93.8,96.0,99.0,-4.1,-5.2,0.688,1.22,17.1,0.22,0.519,0.375,18.39,18.8,0.455,0.506,1.0,0.196,98.92,96.5,80.42,96,0.471
0041000103,1610612741,Bulls,CHI,Chicago,240:00,97.9,101.1,92.4,96.6,5.5,4.6,0.714,1.25,16.7,0.348,0.611,0.49,17.802,18.4,0.451,0.525,1.0,0.2,90.4,87.0,72.5,87,0.562
0041000103,1610612754,Pacers,IND,Indiana,240:00,92.4,96.6,97.9,101.1,-5.5,-4.6,0.333,1.0,9.4,0.389,0.652,0.51,12.099,12.6,0.385,0.442,1.0,0.2,90.4,87.0,72.5,87,0.438
0041000104,1610612741,Bulls,CHI,Chicago,240:00,91.7,94.4,95.7,101.1,-4.0,-6.8,0.613,1.36,15.1,0.373,0.618,0.5,15.291,15.7,0.396,0.454,1.0,0.195,92.26,88.5,73.75,89,0.525
0041000104,1610612754,Pacers,IND,Indiana,240:00,95.7,101.1,91.7,94.4,4.0,6.8,0.387,0.86,10.0,0.382,0.627,0.5,15.06,15.9,0.424,0.474,1.0,0.195,92.26,88.5,73.75,88,0.475
0041000105,1610612741,Bulls,CHI,Chicago,240:00,115.0,124.7,95.2,95.7,19.7,29.0,0.675,1.93,19.9,0.378,0.696,0.538,13.878,15.1,0.566,0.611,1.0,0.198,97.16,93.0,77.5,93,0.683
0041000105,1610612754,Pacers,IND,Indiana,240:00,95.2,95.7,115.0,124.7,-19.7,-29.0,0.483,0.67,11.6,0.304,0.622,0.462,22.474,22.6,0.439,0.521,1.0,0.195,97.16,93.0,77.5,93,0.317
0041000111,1610612748,Heat,MIA,Miami,240:00,107.6,110.2,100.5,102.3,7.1,7.9,0.484,1.07,12.5,,,,15.528,15.9,0.446,0.532,1.0,0.198,89.38,87.5,72.92,88,0.551
0041000111,1610612755,76ers,PHI,Philadelphia,240:00,100.5,102.3,107.6,110.2,-7.1,-7.9,0.629,2.44,17.9,,,,10.158,10.3,0.453,0.486,1.0,0.199,89.38,87.5,72.92,87,0.449
0041000112,1610612748,Heat,MIA,Miami,240:00,105.9,106.8,82.2,83.9,23.7,22.9,0.471,1.33,14.2,0.262,0.727,0.526,13.52,13.6,0.493,0.555,1.0,0.194,88.78,87.5,72.92,88,0.694
0041000112,1610612755,76ers,PHI,Philadelphia,240:00,82.2,83.9,105.9,106.8,-23.7,-22.9,0.667,1.38,15.2,0.273,0.738,0.474,14.64,14.9,0.38,0.416,1.0,0.198,88.78,87.5,72.92,87,0.306
0041000113,1610612748,Heat,MIA,Miami,240:00,118.8,119.0,106.4,111.9,12.4,7.1,0.528,1.58,15.4,0.478,0.633,0.558,14.252,14.3,0.481,0.542,1.0,0.2,86.28,84.0,70.0,84,0.554
0041000113,1610612755,76ers,PHI,Philadelphia,240:00,106.4,111.9,118.8,119.0,-12.4,-7.1,0.667,2.67,19.5,0.367,0.522,0.442,10.186,10.7,0.494,0.52,1.0,0.195,86.28,84.0,70.0,84,0.446
0041000114,1610612748,Heat,MIA,Miami,240:00,94.0,94.3,94.5,97.7,-0.5,-3.5,0.467,1.56,12.7,0.196,,,10.316,10.3,0.417,0.47,1.0,0.197,89.14,87.5,72.92,87,0.465
0041000114,1610612755,76ers,PHI,Philadelphia,240:00,94.5,97.7,94.0,94.3,0.5,3.5,0.563,1.29,15.2,,0.804,,15.378,15.9,0.456,0.5,1.0,0.2,89.14,87.5,72.92,88,0.535
0041000115,1610612748,Heat,MIA,Miami,240:00,112.8,114.1,101.7,105.8,11.1,8.3,0.531,1.7,14.4,0.353,0.702,0.52,11.628,11.8,0.475,0.533,1.0,0.202,87.74,85.5,71.25,85,0.529
0041000115,1610612755,76ers,PHI,Philadelphia,240:00,101.7,105.8,112.8,114.1,-11.1,-8.3,0.513,2.5,16.9,0.298,0.647,0.48,8.941,9.3,0.482,0.503,1.0,0.195,87.74,85.5,71.25,86,0.471
0041000121,1610612738,Celtics,BOS,Boston,240:00,95.7,101.2,98.8,101.2,-3.1,0.0,0.571,1.11,15.9,0.5,0.652,0.574,19.798,20.9,0.469,0.495,1.0,0.196,88.48,85.0,70.83,86,0.54
0041000121,1610612752,Knicks,NYK,New York,240:00,98.8,101.2,95.7,101.2,3.1,0.0,0.485,1.14,13.9,0.348,0.5,0.426,16.272,16.7,0.474,0.5,1.0,0.202,88.48,85.0,70.83,84,0.46
0041000122,1610612738,Celtics,BOS,Boston,240:00,105.4,109.1,98.0,104.5,7.4,4.6,0.538,2.1,17.3,0.277,0.541,0.426,10.984,11.4,0.506,0.533,1.0,0.2,92.96,88.5,73.75,88,0.546
0041000122,1610612752,Knicks,NYK,New York,240:00,98.0,104.5,105.4,109.1,-7.4,-4.6,0.438,1.08,10.9,0.459,0.723,0.574,13.702,14.6,0.4,0.456,1.0,0.197,92.96,88.5,73.75,89,0.454
0041000123,1610612738,Celtics,BOS,Boston,240:00,114.7,118.9,99.7,102.1,15.1,16.8,0.738,1.48,21.8,0.429,0.66,0.551,21.324,22.1,0.59,0.624,1.0,0.196,97.4,94.5,78.75,95,0.612
0041000123,1610612752,Knicks,NYK,New York,240:00,99.7,102.1,114.7,118.9,-15.1,-16.8,0.545,0.9,14.2,0.34,0.571,0.449,20.764,21.3,0.493,0.543,1.0,0.198,97.4,94.5,78.75,94,0.388
0041000124,1610612738,Celtics,BOS,Boston,240:00,100.4,103.1,87.8,90.8,12.6,12.2,0.6,1.33,18.0,0.302,,,17.9,18.4,0.512,0.552,1.0,0.194,100.94,98.0,81.67,98,0.67
0041000124,1610612752,Knicks,NYK,New York,240:00,87.8,90.8,100.4,103.1,-12.6,-12.2,0.633,1.36,14.3,,0.698,,13.818,14.3,0.386,0.444,1.0,0.199,100.94,98.0,81.67,98,0.33
0041000131,1610612737,Hawks,ATL,Atlanta,240:00,112.2,117.0,99.8,105.7,12.5,11.4,0.5,1.9,16.4,0.275,0.587,0.442,10.898,11.4,0.554,0.594,1.0,0.198,92.48,88.0,73.33,88,0.591
0041000131,1610612753,Magic,ORL,Orlando,240:00,99.8,105.7,112.2,117.0,-12.5,-11.4,0.441,0.83,12.4,0.413,0.725,0.558,19.313,20.5,0.493,0.527,1.0,0.198,92.48,88.0,73.33,88,0.409
0041000132,1610612737,Hawks,ATL,Atlanta,240:00,90.6,94.3,98.0,101.1,-7.3,-6.9,0.469,1.0,12.7,0.333,0.519,0.429,16.578,17.2,0.438,0.463,1.0,0.199,90.16,87.0,72.5,87,0.443
0041000132,1610612753,Magic,ORL,Orlando,240:00,98.0,101.1,90.6,94.3,7.3,6.9,0.333,0.56,7.6,0.481,0.667,0.571,17.809,18.4,0.378,0.469,1.0,0.202,90.16,87.0,72.5,87,0.557
0041000133,1610612737,Hawks,ATL,Atlanta,240:00,100.7,107.3,102.1,101.2,-1.4,6.1,0.588,2.5,17.0,0.292,0.705,0.489,9.158,9.8,0.457,0.492,1.0,0.193,84.8,82.5,68.75,82,0.498
0041000133,1610612753,Magic,ORL,Orlando,240:00,102.1,101.2,100.7,107.3,1.4,-6.1,0.645,2.0,17.8,0.295,0.708,0.511,12.16,12.0,0.479,0.511,1.0,0.199,84.8,82.5,68.75,83,0.502
0041000134,1610612737,Hawks,ATL,Atlanta,240:00,94.8,96.7,89.7,91.4,5.1,5.3,0.6,1.31,17.4,0.222,0.717,0.49,17.241,17.6,0.507,0.525,1.0,0.198,93.78,92.0,76.67,91,0.566
0041000134,1610612753,Magic,ORL,Orlando,240:00,89.7,91.4,94.8,96.7,-5.1,-5.3,0.355,0.85,9.5,0.283,0.778,0.51,13.719,14.0,0.405,0.463,1.0,0.199,93.78,92.0,76.67,93,0.434
0041000135,1610612737,Hawks,ATL,Atlanta,240:00,85.3,85.4,111.3,112.2,-26.0,-26.8,0.6,1.15,13.5,,0.722,,14.594,14.6,0.391,0.457,1.0,0.198,89.92,89.5,74.58,89,0.355
0041000135,1610612753,Magic,ORL,Orlando,240:00,111.3,112.2,85.3,85.4,26.0,26.8,0.529,3.0,15.0,0.278,,,6.611,6.7,0.476,0.527,1.0,0.199,89.92,89.5,74.58,90,0.645
0041000136,1610612737,Hawks,ATL,Atlanta,240:00,95.9,102.4,96.8,98.8,-0.9,3.7,0.581,1.13,15.1,0.417,0.718,0.552,18.265,19.5,0.443,0.491,1.0,0.191,85.64,82.0,68.33,82,0.484
0041000136,1610612753,Magic,ORL,Orlando,240:00,96.8,98.8,95.9,102.4,0.9,-3.7,0.483,1.0,13.4,0.282,0.583,0.448,16.73,17.1,0.47,0.528,1.0,0.199,85.64,82.0,68.33,82,0.516
0041000141,1610612759,Spurs,SAS,San Antonio,240:00,109.3,107.7,109.2,112.2,0.1,-4.5,0.464,1.3,11.4,,0.811,,11.151,11.0,0.443,0.54,1.0,0.205,91.1,90.5,75.42,91,0.471
0041000141,1610612763,Grizzlies,MEM,Memphis,240:00,109.2,112.2,109.3,107.7,-0.1,4.5,0.595,1.38,18.4,0.189,,,17.294,17.8,0.597,0.619,1.0,0.199,91.1,90.5,75.42,90,0.529
0041000142,1610612759,Spurs,SAS,San Antonio,240:00,96.8,97.9,86.3,89.7,10.5,8.2,0.656,1.11,16.5,0.229,0.702,0.486,19.775,20.0,0.486,0.534,1.0,0.198,98.44,96.0,80.0,95,0.566
0041000142,1610612763,Grizzlies,MEM,Memphis,240:00,86.3,89.7,96.8,97.9,-10.5,-8.2,0.486,1.13,13.2,0.298,0.771,0.514,14.881,15.5,0.415,0.449,1.0,0.197,98.44,96.0,80.0,97,0.434
0041000143,1610612759,Spurs,SAS,San Antonio,240:00,96.6,96.7,97.1,100.0,-0.4,-3.3,0.613,1.36,15.6,0.311,0.76,0.547,15.371,15.4,0.427,0.494,1.0,0.198,92.42,91.0,75.83,91,0.514
0041000143,1610612763,Grizzlies,MEM,Memphis,240:00,97.1,100.0,96.6,96.7,0.4,3.3,0.727,2.18,19.1,0.24,0.689,0.453,11.732,12.1,0.449,0.501,1.0,0.197,92.42,91.0,75.83,91,0.486
0041000144,1610612759,Spurs,SAS,San Antonio,240:00,96.5,96.6,115.2,116.9,-18.8,-20.2,0.457,0.94,14.0,0.256,0.698,0.477,19.067,19.1,0.5,0.53,1.0,0.2,89.7,89.0,74.17,89,0.404
0041000144,1610612763,Grizzlies,MEM,Memphis,240:00,115.2,116.9,96.5,96.6,18.8,20.2,0.537,2.44,18.1,0.302,0.744,0.523,9.973,10.1,0.537,0.576,1.0,0.2,89.7,89.0,74.17,89,0.596
0041000145,1610612759,Spurs,SAS,San Antonio,265:00,105.7,105.8,98.9,100.0,6.8,5.8,0.59,1.53,16.8,,0.75,,14.412,14.4,0.5,0.555,1.0,0.2,94.28,93.74,78.11,104,0.534
0041000145,1610612763,Grizzlies,MEM,Memphis,265:00,98.9,100.0,105.7,105.8,-6.8,-5.8,0.463,1.12,14.3,0.25,,,16.327,16.5,0.489,0.53,1.0,0.198,94.28,93.74,78.11,103,0.466
0041000146,1610612759,Spurs,SAS,San Antonio,240:00,97.7,104.6,114.8,113.8,-17.2,-9.2,0.405,1.36,12.8,0.375,0.6,0.477,11.808,12.6,0.465,0.499,1.0,0.202,89.68,87.0,72.5,87,0.421
0041000146,1610612763,Grizzlies,MEM,Memphis,240:00,114.8,113.8,97.7,104.6,17.2,9.2,0.316,0.86,10.7,0.4,0.625,0.523,16.241,16.1,0.527,0.574,1.0,0.2,89.68,87.0,72.5,87,0.579
0041000151,1610612740,Hornets,NOH,New Orleans,240:00,117.8,117.2,108.1,109.9,9.7,7.3,0.585,8.0,19.9,0.163,0.762,0.459,3.243,3.2,0.544,0.583,1.0,0.199,92.52,92.0,76.67,93,0.577
0041000151,1610612747,Lakers,LAL,Los Angeles,240:00,108.1,109.9,117.8,117.2,-9.7,-7.3,0.5,1.31,14.3,0.238,0.837,0.541,14.051,14.3,0.5,0.565,1.0,0.199,92.52,92.0,76.67,91,0.423
0041000152,1610612740,Hornets,NOH,New Orleans,240:00,86.6,91.8,101.5,101.2,-15.0,-9.4,0.519,0.88,12.4,0.277,0.652,0.462,17.762,18.8,0.42,0.469,1.0,0.196,87.88,85.5,71.25,85,0.349
0041000152,1610612747,Lakers,LAL,Los Angeles,240:00,101.5,101.2,86.6,91.8,15.0,9.4,0.588,1.54,16.9,0.348,0.723,0.538,15.173,15.1,0.474,0.508,1.0,0.201,87.88,85.5,71.25,86,0.651
0041000153,1610612740,Hornets,NOH,New Orleans,240:00,100.5,102.4,116.9,119.0,-16.4,-16.7,0.515,1.21,15.0,,,,16.363,16.7,0.472,0.521,1.0,0.199,85.56,84.0,70.0,84,0.423
0041000153,1610612747,Lakers,LAL,Los Angeles,240:00,116.9,119.0,100.5,102.4,16.4,16.7,0.459,1.31,14.6,,,,15.194,15.5,0.533,0.578,1.0,0.197,85.56,84.0,70.0,84,0.577
0041000154,1610612740,Hornets,NOH,New Orleans,240:00,110.9,112.0,103.3,106.0,7.6,6.0,0.758,2.5,20.7,0.381,0.682,0.535,11.922,12.0,0.473,0.541,1.0,0.202,84.54,83.0,69.17,83,0.561
0041000154,1610612747,Lakers,LAL,Los Angeles,240:00,103.3,106.0,110.9,112.0,-7.6,-6.0,0.548,1.89,15.3,0.318,0.619,0.465,10.563,10.8,0.458,0.516,1.0,0.202,84.54,83.0,69.17,83,0.439
0041000155,1610612740,Hornets,NOH,New Orleans,240:00,97.6,100.0,118.8,119.1,-21.3,-19.1,0.636,1.11,18.1,0.222,0.575,0.408,20.598,21.1,0.567,0.59,1.0,0.195,90.72,89.5,74.58,90,0.397
0041000155,1610612747,Lakers,LAL,Los Angeles,240:00,118.8,119.1,97.6,100.0,21.3,19.1,0.568,1.31,16.8,0.425,0.778,0.592,17.937,18.0,0.54,0.601,1.0,0.2,90.72,89.5,74.58,89,0.603
0041000156,1610612740,Hornets,NOH,New Orleans,240:00,93.1,94.1,116.1,114.0,-22.9,-19.8,0.667,1.33,17.7,0.195,0.6,0.395,17.458,17.6,0.45,0.513,1.0,0.196,85.18,85.5,71.25,85,0.369
0041000156,1610612747,Lakers,LAL,Los Angeles,240:00,116.1,114.0,93.1,94.1,22.9,19.8,0.676,1.77,18.9,0.4,0.805,0.605,15.396,15.1,0.493,0.574,1.0,0.199,85.18,85.5,71.25,86,0.631
0041000161,1610612742,Mavericks,DAL,Dallas,240:00,108.9,107.2,95.6,97.6,13.2,9.6,0.519,1.08,13.2,,,,15.9,15.7,0.485,0.565,1.0,0.203,83.24,83.0,69.17,83,0.546
0041000161,1610612757,Trail Blazers,POR,Portland,240:00,95.6,97.6,108.9,107.2,-13.2,-9.6,0.629,1.57,18.7,,,,16.525,16.9,0.474,0.496,1.0,0.196,83.24,83.0,69.17,83,0.454
0041000162,1610612742,Mavericks,DAL,Dallas,240:00,121.0,118.8,106.1,106.0,14.9,12.9,0.541,3.33,17.6,,0.757,,7.191,7.1,0.539,0.578,1.0,0.199,83.66,84.5,70.42,85,0.564
0041000162,1610612757,Trail Blazers,POR,Portland,240:00,106.1,106.0,121.0,118.8,-14.9,-12.9,0.625,1.54,18.0,0.243,,,15.498,15.5,0.538,0.571,1.0,0.2,83.66,84.5,70.42,84,0.436
0041000163,1610612742,Mavericks,DAL,Dallas,240:00,105.6,105.7,111.2,111.5,-5.6,-5.7,0.457,1.0,14.5,0.225,0.78,0.506,18.365,18.4,0.581,0.589,1.0,0.2,87.18,87.0,72.5,87,0.433
0041000163,1610612757,Trail Blazers,POR,Portland,240:00,111.2,111.5,105.6,105.7,5.6,5.7,0.5,1.8,16.0,0.22,0.775,0.494,11.463,11.5,0.533,0.576,1.0,0.197,87.18,87.0,72.5,87,0.567
0041000164,1610612742,Mavericks,DAL,Dallas,240:00,94.9,98.8,101.1,101.2,-6.2,-2.4,0.613,1.27,16.6,0.333,0.775,0.541,17.361,18.1,0.474,0.51,1.0,0.199,84.76,83.0,69.17,83,0.437
0041000164,1610612757,Trail Blazers,POR,Portland,240:00,101.1,101.2,94.9,98.8,6.2,2.4,0.448,1.3,12.7,0.225,0.667,0.459,12.031,12.0,0.449,0.531,1.0,0.202,84.76,83.0,69.17,83,0.563
0041000165,1610612742,Mavericks,DAL,Dallas,240:00,107.6,106.9,92.8,94.3,14.8,12.6,0.688,1.69,17.1,,0.698,,15.046,14.9,0.429,0.498,1.0,0.199,87.38,87.0,72.5,87,0.602
0041000165,1610612757,Trail Blazers,POR,Portland,240:00,92.8,94.3,107.6,106.9,-14.8,-12.6,0.406,0.87,11.8,0.302,,,16.976,17.2,0.459,0.498,1.0,0.195,87.38,87.0,72.5,87,0.398
0041000166,1610612742,Mavericks,DAL,Dallas,240:00,121.6,121.2,116.4,114.3,5.2,6.9,0.59,2.56,19.2,0.341,,,10.628,10.6,0.538,0.587,1.0,0.199,83.56,84.5,70.42,85,0.554
0041000166,1610612757,Trail Blazers,POR,Portland,240:00,116.4,114.3,121.6,121.2,-5.2,-6.9,0.457,2.29,14.1,,0.659,,8.491,8.3,0.475,0.531,1.0,0.201,83.56,84.5,70.42,84,0.446
0041000171,1610612743,Nuggets,DEN,Denver,240:00,105.6,109.6,114.7,116.3,-9.0,-6.7,0.59,2.09,18.3,0.279,0.8,0.53,11.28,11.7,0.532,0.563,1.0,0.199,95.42,93.0,77.5,94,0.494
0041000171,1610612760,Thunder,OKC,Oklahoma City,240:00,114.7,116.3,105.6,109.6,9.0,6.7,0.395,1.36,13.0,0.2,0.721,0.47,11.787,12.0,0.552,0.599,1.0,0.199,95.42,93.0,77.5,92,0.506
0041000172,1610612743,Nuggets,DEN,Denver,240:00,97.5,96.7,112.4,114.0,-14.9,-17.2,0.444,1.09,11.1,0.136,0.574,0.363,12.051,12.0,0.442,0.522,1.0,0.201,92.8,92.5,77.08,92,0.388
0041000172,1610612760,Thunder,OKC,Oklahoma City,240:00,112.4,114.0,97.5,96.7,14.9,17.2,0.528,1.12,14.6,0.426,0.864,0.637,18.024,18.3,0.5,0.562,1.0,0.194,92.8,92.5,77.08,93,0.612
0041000173,1610612743,Nuggets,DEN,Denver,240:00,93.3,96.9,98.1,99.0,-4.8,-2.1,0.621,1.38,14.0,0.268,0.709,0.486,12.897,13.4,0.41,0.481,1.0,0.2,99.86,97.5,81.25,97,0.462
0041000173,1610612760,Thunder,OKC,Oklahoma City,240:00,98.1,99.0,93.3,96.9,4.8,2.1,0.586,1.55,13.4,0.291,0.732,0.514,11.12,11.2,0.4,0.49,1.0,0.198,99.86,97.5,81.25,98,0.538
0041000174,1610612743,Nuggets,DEN,Denver,240:00,106.8,109.5,105.6,105.2,1.2,4.3,0.594,2.38,14.7,0.298,0.681,0.471,8.217,8.4,0.44,0.508,1.0,0.201,96.5,95.5,79.58,95,0.484
0041000174,1610612760,Thunder,OKC,Oklahoma City,240:00,105.6,105.2,106.8,109.5,-1.2,-4.3,0.486,1.13,13.6,0.319,0.702,0.529,15.684,15.6,0.487,0.545,1.0,0.201,96.5,95.5,79.58,96,0.516
0041000175,1610612743,Nuggets,DEN,Denver,240:00,95.8,100.0,101.5,102.0,-5.7,-2.0,0.444,0.89,13.2,0.178,0.649,0.441,17.78,18.6,0.513,0.556,1.0,0.2,99.86,97.5,81.25,97,0.449
0041000175,1610612760,Thunder,OKC,Oklahoma City,240:00,101.5,102.0,95.8,100.0,5.7,2.0,0.533,1.14,12.3,0.351,0.822,0.559,14.216,14.3,0.402,0.498,1.0,0.203,99.86,97.5,81.25,98,0.551
0041000201,1610612737,Hawks,ATL,Atlanta,240:00,117.3,117.0,104.3,108.0,13.0,9.1,0.5,2.0,17.1,0.256,0.681,0.488,11.39,11.4,0.558,0.593,1.0,0.198,89.42,88.0,73.33,88,0.547
0041000201,1610612741,Bulls,CHI,Chicago,240:00,104.3,108.0,117.3,117.0,-13.0,-9.1,0.568,1.91,17.2,0.319,0.744,0.512,12.083,12.5,0.494,0.528,1.0,0.2,89.42,88.0,73.33,88,0.453
0041000202,1610612737,Hawks,ATL,Atlanta,240:00,81.5,83.9,93.6,97.7,-12.1,-13.8,0.538,1.17,12.3,,0.596,,13.399,13.8,0.357,0.417,1.0,0.197,90.74,87.5,72.92,87,0.395
0041000202,1610612741,Bulls,CHI,Chicago,240:00,93.6,97.7,81.5,83.9,12.1,13.8,0.576,1.36,15.2,0.404,,,15.231,15.9,0.423,0.468,1.0,0.198,90.74,87.5,72.92,88,0.605
0041000203,1610612737,Hawks,ATL,Atlanta,240:00,97.6,100.0,122.3,119.3,-24.7,-19.3,0.545,1.5,16.2,0.286,0.578,0.437,14.286,14.6,0.479,0.506,1.0,0.196,82.46,82.5,68.75,82,0.407
0041000203,1610612741,Bulls,CHI,Chicago,240:00,122.3,119.3,97.6,100.0,24.7,19.3,0.486,1.5,15.4,0.422,0.714,0.563,14.829,14.5,0.532,0.569,1.0,0.198,82.46,82.5,68.75,83,0.593
0041000204,1610612737,Hawks,ATL,Atlanta,240:00,104.4,111.1,96.8,98.9,7.6,12.2,0.575,1.77,18.3,0.333,0.681,0.517,13.57,14.4,0.519,0.557,1.0,0.195,93.34,89.5,74.58,90,0.579
0041000204,1610612741,Bulls,CHI,Chicago,240:00,96.8,98.9,104.4,111.1,-7.6,-12.2,0.594,1.46,15.6,0.319,0.667,0.483,14.305,14.6,0.429,0.49,1.0,0.194,93.34,89.5,74.58,89,0.421
0041000205,1610612737,Hawks,ATL,Atlanta,240:00,101.9,101.2,111.3,117.3,-9.5,-16.1,0.588,1.82,18.3,0.263,0.659,0.468,13.5,13.4,0.486,0.529,1.0,0.197,83.4,81.5,67.92,82,0.436
0041000205,1610612741,Bulls,CHI,Chicago,240:00,111.3,117.3,101.9,101.2,9.5,16.1,0.6,1.91,18.1,0.341,0.737,0.532,12.893,13.6,0.514,0.563,1.0,0.193,83.4,81.5,67.92,81,0.564
0041000206,1610612737,Hawks,ATL,Atlanta,240:00,82.0,86.9,107.6,109.4,-25.6,-22.5,0.519,1.08,12.5,0.333,0.784,0.529,14.607,15.5,0.372,0.429,1.0,0.2,87.7,84.5,70.42,84,0.329
0041000206,1610612741,Bulls,CHI,Chicago,240:00,107.6,109.4,82.0,86.9,25.6,22.5,0.829,3.09,26.9,0.216,0.667,0.471,12.731,12.9,0.552,0.571,1.0,0.195,87.7,84.5,70.42,85,0.671
0041000211,1610612738,Celtics,BOS,Boston,240:00,100.1,98.9,104.1,108.8,-4.0,-9.9,0.563,1.29,15.7,0.178,,,15.569,15.4,0.507,0.543,1.0,0.198,92.5,91.0,75.83,91,0.448
0041000211,1610612748,Heat,MIA,Miami,240:00,104.1,108.8,100.1,98.9,4.0,9.9,0.531,0.94,14.5,,0.822,,18.931,19.8,0.537,0.603,1.0,0.19,92.5,91.0,75.83,91,0.552
0041000212,1610612738,Celtics,BOS,Boston,240:00,100.4,102.2,114.8,115.9,-14.5,-13.7,0.529,1.5,15.2,0.298,0.711,0.5,13.233,13.5,0.468,0.513,1.0,0.197,89.76,88.5,73.75,89,0.434
0041000212,1610612748,Heat,MIA,Miami,240:00,114.8,115.9,100.4,102.2,14.5,13.7,0.441,1.5,12.9,0.289,0.702,0.5,11.256,11.4,0.5,0.561,1.0,0.198,89.76,88.5,73.75,88,0.566
0041000213,1610612738,Celtics,BOS,Boston,240:00,114.8,116.9,96.0,97.6,18.8,19.3,0.73,2.08,22.2,0.333,0.667,0.512,15.388,15.7,0.561,0.595,1.0,0.197,84.42,83.0,69.17,83,0.593
0041000213,1610612748,Heat,MIA,Miami,240:00,96.0,97.6,114.8,116.9,-18.8,-19.3,0.645,1.33,17.2,0.333,0.667,0.488,17.781,18.1,0.459,0.498,1.0,0.197,84.42,83.0,69.17,83,0.407
0041000214,1610612738,Celtics,BOS,Boston,265:00,92.1,92.8,99.7,102.1,-7.6,-9.3,0.5,0.83,13.0,0.143,0.689,0.425,18.412,18.6,0.464,0.544,1.0,0.197,88.79,87.4,72.83,97,0.447
0041000214,1610612748,Heat,MIA,Miami,265:00,99.7,102.1,92.1,92.8,7.6,9.3,0.286,0.59,8.5,0.311,0.857,0.575,17.29,17.7,0.462,0.537,1.0,0.201,88.79,87.4,72.83,96,0.553
0041000215,1610612738,Celtics,BOS,Boston,240:00,98.0,98.9,106.9,110.2,-8.9,-11.4,0.455,0.88,13.9,0.162,0.659,0.423,19.144,19.3,0.545,0.574,1.0,0.198,89.76,88.0,73.33,88,0.437
0041000215,1610612748,Heat,MIA,Miami,240:00,106.9,110.2,98.0,98.9,8.9,11.4,0.406,1.0,11.6,0.341,0.838,0.577,14.33,14.8,0.514,0.566,1.0,0.194,89.76,88.0,73.33,88,0.563
0041000221,1610612760,Thunder,OKC,Oklahoma City,240:00,107.4,108.6,123.5,122.6,-16.1,-14.0,0.457,0.89,12.7,0.367,0.596,0.479,19.133,19.4,0.487,0.548,1.0,0.198,93.2,93.0,77.5,93,0.393
0041000221,1610612763,Grizzlies,MEM,Memphis,240:00,123.5,122.6,107.4,108.6,16.1,14.0,0.477,2.63,16.1,0.404,0.633,0.521,8.666,8.6,0.511,0.563,1.0,0.199,93.2,93.0,77.5,93,0.607
0041000222,1610612760,Thunder,OKC,Oklahoma City,240:00,116.2,118.1,105.2,108.5,11.0,9.6,0.447,1.06,14.2,0.297,0.63,0.482,16.75,17.0,0.583,0.641,1.0,0.201,96.24,94.0,78.33,94,0.543
0041000222,1610612763,Grizzlies,MEM,Memphis,240:00,105.2,108.5,116.2,118.1,-11.0,-9.6,0.543,1.19,14.7,0.37,0.703,0.518,16.502,17.0,0.468,0.543,1.0,0.198,96.24,94.0,78.33,94,0.457
0041000223,1610612760,Thunder,OKC,Oklahoma City,265:00,93.8,94.9,102.7,102.0,-8.9,-7.1,0.559,1.36,14.0,0.356,0.613,0.488,14.124,14.3,0.387,0.451,1.0,0.198,89.42,89.21,74.34,98,0.435
0041000223,1610612763,Grizzlies,MEM,Memphis,265:00,102.7,102.0,93.8,94.9,8.9,7.1,0.5,1.89,12.6,0.387,0.644,0.512,9.15,9.1,0.394,0.462,1.0,0.204,89.42,89.21,74.34,99,0.565
0041000224,1610612760,Thunder,OKC,Oklahoma City,315:00,111.8,111.8,99.5,105.1,12.3,6.6,0.372,0.89,10.6,0.404,0.563,0.492,15.126,15.1,0.479,0.568,1.0,0.2,92.42,89.9,74.92,119,0.574
0041000224,1610612763,Grizzlies,MEM,Memphis,315:00,99.5,105.1,111.8,111.8,-12.3,-6.6,0.6,1.26,14.0,0.437,0.596,0.508,15.372,16.2,0.387,0.478,1.0,0.198,92.42,89.9,74.92,117,0.426
