,0,1,2,3,4,5,6,7,8,9,10
HuberRegressor,-20190.0,-6480.0,4210.0,2380.0,1430.0,-2910.0,-4990.0,-5430.0,-4910.0,-3190.0,-3530.0
MLPRegressor,-39090.0,-31200.0,-27690.0,-26440.0,-23250.0,-20650.0,-17260.0,-10180.0,-2400.0,1260.0,2020.0
KNeighborsRegressor,-29890.0,-22050.0,-17270.0,-6670.0,-1110.0,5020.0,2100.0,5010.0,2570.0,4350.0,2850.0
XGBRegressor,-32790.0,-18580.0,-5740.0,-2440.0,-1070.0,-3670.0,1470.0,2140.0,350.0,-640.0,-2640.0
Lasso,-19770.0,-9800.0,-7560.0,-6980.0,-5900.0,-2170.0,-5240.0,-2290.0,-1780.0,-2970.0,-1630.0
Ridge,-15780.0,-5420.0,6940.0,9350.0,2750.0,-4270.0,-3160.0,-4570.0,-4680.0,-4420.0,-2950.0
SGDRegressor,-16410.0,-3490.0,-6160.0,-6140.0,-8200.0,-1420.0,-4770.0,750.0,-1100.0,-1910.0,-1890.0
