,0,1,2,3,4,5,6,7,8,9,10
HuberRegressor,-32150.0,-20100.0,-13990.0,-10380.0,-10950.0,-8000.0,-3190.0,480.0,2100.0,-2550.0,-4390.0
MLPRegressor,-22910.0,-19460.0,-14170.0,-6130.0,-3430.0,320.0,6420.0,5050.0,8140.0,7410.0,10310.0
KNeighborsRegressor,-13490.0,-5650.0,5940.0,13020.0,15370.0,21680.0,18540.0,14590.0,13240.0,5930.0,3190.0
XGBRegressor,10060.0,15750.0,18360.0,20280.0,20270.0,16830.0,14600.0,15340.0,15350.0,13870.0,13080.0
Lasso,-35720.0,-32780.0,-19440.0,-14990.0,-6200.0,-11310.0,-4490.0,-4410.0,-2200.0,-1590.0,-2500.0
Ridge,-26270.0,-14950.0,-8320.0,-7740.0,-3660.0,-3250.0,-5310.0,-510.0,-1160.0,-2580.0,-3860.0
SGDRegressor,-40130.0,-30870.0,-23080.0,-16480.0,-6420.0,-8370.0,-7810.0,470.0,-1050.0,-960.0,-870.0
