,0,1,2,3,4,5,6,7,8,9,10
HuberRegressor,-25556.706889485842,-22494.312306990043,-18506.70703078078,-12232.361005475932,-9993.206677330574,-8760.372954372742,-6044.8076720179015,-4174.065727812459,-5645.756958965183,-1378.1900318197324,-1725.3442071649106
MLPRegressor,-29347.3954471408,-27219.384577255492,-21057.090725098402,-21312.642078070607,-18415.47555040492,-17637.312584367755,-14187.400538352285,-13558.87316859719,-6860.744155242468,-6789.14398479741,-6043.158107804707
KNeighborsRegressor,-17251.944185205793,-16462.46616193124,-12563.071380783143,-3904.5932733111567,-2875.080152869717,-2769.0772440820156,-2045.0804259358283,-366.05832628281155,-786.0103137156384,-290.45803809249867,-1095.6612838260885
XGBRegressor,-22322.263296031382,-18479.63371352588,-13851.610747448009,-11802.510650843586,-8986.031003094788,-6544.61173791363,-6841.685498624988,-7453.612066790077,-6121.233157766527,-4304.341354596678,-3543.2924863708677
Lasso,-24171.131856006286,-22027.18186797612,-15059.602469988904,-11080.076246329545,-7653.606714742335,-9946.578070648806,-9102.61687238165,-5520.0818583425225,-2224.9304881347716,-2675.9363477548236,-2597.44325767438
Ridge,-22320.47113213832,-22534.039294017624,-16848.26559112596,-13441.349498661182,-11915.030439602682,-8677.256024006798,-7885.428327376898,-5240.408559548958,-5095.111580711762,-1698.153593364967,-1032.7996231085208
SGDRegressor,-21294.439180300935,-18578.245774189094,-15093.62590783625,-10143.506982700199,-10198.054748772623,-8955.007999460133,-7379.332811114829,-4080.5448169906504,-3071.8832951625222,-1971.6416088996716,-2409.367933754901
