,2015,2016,2017,2018,2019,2020,total
Vegas,0.22312788479655699,0.24214586711593855,0.19343039937118955,0.21921071778308465,0.18049622430192946,0.18626268000297863,0.2063205585771371
XGB,0.1473462806253365,0.14188974641936847,0.09219579972871428,0.11328007856841316,0.057332394301456646,0.07356417525062087,0.10273793914856372
