date,home,away,season,pts_home,fg_pct_home,ft_pct_home,fg3_pct_home,ast_home,reb_home,pts_away,fg_pct_away,ft_pct_away,fg3_pct_away,ast_away,reb_away,home_win,pts_gotten_h,pts_allowed_h,fg_pct_gotten_h,fg_pct_allowed_h,ft_pct_gotten_h,ft_pct_allowed_h,fg3_pct_gotten_h,fg3_pct_allowed_h,ast_gotten_h,ast_allowed_h,reb_gotten_h,reb_allowed_h,wins_gotten_h,wins_allowed_h,pts_gotten_a,pts_allowed_a,fg_pct_gotten_a,fg_pct_allowed_a,ft_pct_gotten_a,ft_pct_allowed_a,fg3_pct_gotten_a,fg3_pct_allowed_a,ast_gotten_a,ast_allowed_a,reb_gotten_a,reb_allowed_a,wins_gotten_a,wins_allowed_a,ou,spread,ml_home,ml_away,ou_home,ou_away,points_total,home_margin
2012-10-31,TOR,IND,2012,88.0,0.363,0.842,0.353,18.0,42.0,90.0,0.474,0.688,0.455,22.0,46.0,False,84.625,87.25,0.421,0.420375,0.7737499999999999,0.693125,0.34225,0.2568749999999999,18.625,21.5,45.0,39.875,3.0,5.0,91.625,94.0,0.4305,0.44675,0.777,0.7246250000000001,0.34725,0.2837499999999999,17.125,16.25,42.75,39.875,4.0,4.0,190.0,1.0,100,-120,94.5,95.5,178,-2
2012-10-31,UTA,DAL,2012,113.0,0.427,0.738,0.429,24.0,61.0,94.0,0.376,0.731,0.5,20.0,40.0,True,96.25,98.625,0.423625,0.45,0.746,0.761125,0.311875,0.345625,19.0,20.875,48.875,40.875,4.0,4.0,93.5,97.875,0.4211249999999999,0.47425,0.842125,0.70025,0.325875,0.3724999999999999,16.875,21.75,42.125,40.625,2.0,6.0,194.5,-8.0,-400,330,101.25,93.25,207,19
2012-11-01,SAS,OKC,2012,86.0,0.443,0.688,0.263,27.0,39.0,84.0,0.377,0.826,0.412,18.0,48.0,True,101.125,103.625,0.47575,0.472,0.713375,0.826,0.394375,0.36775,22.125,21.875,40.25,40.375,4.0,4.0,101.75,101.875,0.4805,0.464125,0.7947500000000001,0.7905,0.345625,0.419625,18.25,18.75,38.375,38.5,4.0,4.0,204.0,-2.0,-130,110,103.0,101.0,170,2
2012-11-02,ATL,HOU,2012,102.0,0.471,0.882,0.318,23.0,36.0,109.0,0.422,0.862,0.267,22.0,58.0,False,88.5,89.0,0.4309999999999999,0.43975,0.803,0.7722500000000001,0.339875,0.291,19.625,19.625,42.25,40.25,4.0,4.0,96.625,99.25,0.436625,0.463,0.719375,0.783625,0.358875,0.338375,22.25,20.0,43.5,43.25,3.0,5.0,203.0,-5.0,-220,180,104.0,99.0,211,-7
2012-11-02,BOS,MIL,2012,88.0,0.446,0.81,0.357,22.0,36.0,99.0,0.465,0.917,0.444,26.0,46.0,False,94.0,99.875,0.45275,0.475,0.75325,0.706375,0.309375,0.3434999999999999,18.5,18.75,38.125,41.125,3.0,5.0,98.75,99.875,0.433625,0.447,0.754,0.7785,0.318125,0.360375,21.875,22.25,46.625,45.125,3.0,5.0,196.5,-7.0,-330,270,101.75,94.75,187,-11
2012-11-02,CHA,IND,2012,90.0,0.365,0.875,0.368,18.0,41.0,89.0,0.398,0.593,0.269,19.0,52.0,True,79.625,96.875,0.38325,0.473375,0.711,0.684,0.227625,0.295,17.875,23.0,39.25,44.625,0.0,8.0,90.25,92.625,0.4317499999999999,0.442125,0.75675,0.731625,0.368375,0.2891249999999999,17.0,15.5,42.375,39.875,4.0,4.0,183.0,7.0,250,-300,88.0,95.0,179,1
2012-11-02,CLE,CHI,2012,86.0,0.405,0.519,0.4,23.0,33.0,115.0,0.638,0.767,0.4,34.0,41.0,False,89.375,102.375,0.4201249999999999,0.485625,0.6990000000000001,0.7282500000000001,0.30375,0.37575,16.375,25.375,41.375,44.375,2.0,6.0,88.25,84.75,0.4343749999999999,0.395875,0.656125,0.749625,0.32575,0.24075,23.125,15.625,48.375,40.625,4.0,4.0,184.0,3.0,130,-150,90.5,93.5,201,-29
2012-11-02,GSW,MEM,2012,94.0,0.45,0.706,0.5,21.0,36.0,104.0,0.455,0.824,0.462,22.0,40.0,False,92.25,98.125,0.441875,0.430625,0.7134999999999999,0.794875,0.3355,0.29825,20.875,23.125,41.375,48.625,2.0,6.0,91.5,92.0,0.421125,0.4606249999999999,0.739625,0.6788749999999999,0.23925,0.350875,17.25,17.375,42.875,37.25,3.0,5.0,192.0,1.5,-102,-108,95.25,96.75,198,-10
2012-11-02,LAL,LAC,2012,95.0,0.5,0.714,0.438,15.0,38.0,105.0,0.452,0.778,0.364,24.0,37.0,False,93.375,100.375,0.434125,0.459875,0.764625,0.810375,0.316,0.33225,17.875,18.5,43.375,41.0,2.0,6.0,89.5,94.625,0.44725,0.452125,0.6815,0.7302500000000001,0.3594999999999999,0.2714999999999999,18.125,22.125,37.25,42.625,2.0,6.0,191.5,2.0,110,-130,94.75,96.75,200,-10
2012-11-02,MIN,SAC,2012,92.0,0.368,0.722,0.118,17.0,53.0,80.0,0.36,0.813,0.188,17.0,43.0,True,94.0,103.625,0.426,0.46125,0.7526250000000001,0.6984999999999999,0.2965,0.3874999999999999,20.25,22.125,41.75,46.0,1.0,7.0,101.375,105.375,0.46375,0.487625,0.71475,0.768,0.3394999999999999,0.362875,20.625,23.125,39.375,44.625,3.0,5.0,195.5,-3.0,-150,130,99.25,96.25,172,12
2012-11-02,NOP,UTA,2012,88.0,0.457,0.643,0.357,23.0,42.0,86.0,0.412,0.5,0.357,19.0,44.0,True,89.0,89.375,0.436875,0.407,0.793625,0.7245,0.25325,0.295,20.0,19.875,43.375,41.5,4.0,4.0,96.375,99.0,0.417625,0.4479999999999999,0.736625,0.753375,0.292,0.370625,19.125,21.125,50.375,41.0,4.0,4.0,191.5,3.5,145,-165,94.0,97.5,174,2
2012-11-02,NYK,MIA,2012,104.0,0.429,0.867,0.528,27.0,41.0,84.0,0.465,0.846,0.35,18.0,41.0,True,91.25,96.625,0.450125,0.467125,0.7415,0.69225,0.351,0.411,16.625,19.625,38.875,38.125,4.0,4.0,103.625,95.5,0.482375,0.46175,0.8011249999999999,0.780125,0.420625,0.2865,18.25,17.0,39.875,37.25,7.0,1.0,198.5,6.0,220,-260,96.25,102.25,188,20
2012-11-02,OKC,POR,2012,106.0,0.513,0.719,0.556,18.0,47.0,92.0,0.36,0.792,0.346,17.0,44.0,True,98.625,99.75,0.457125,0.4569999999999999,0.8027500000000001,0.798375,0.349,0.39275,17.125,20.0,39.25,39.5,3.0,5.0,97.875,107.125,0.43925,0.4987499999999999,0.78775,0.7922499999999999,0.3419999999999999,0.43325,19.375,23.0,37.75,45.25,1.0,7.0,204.5,-8.5,-450,350,106.5,98.0,198,14
2012-11-02,ORL,DEN,2012,102.0,0.488,0.722,0.333,24.0,46.0,89.0,0.381,0.667,0.269,22.0,45.0,True,83.875,94.625,0.3974999999999999,0.4636249999999999,0.6973750000000001,0.77725,0.325375,0.302125,17.5,18.625,38.25,44.875,2.0,6.0,94.0,94.75,0.42375,0.41625,0.669125,0.719875,0.272375,0.302375,20.625,21.0,48.5,47.375,3.0,5.0,197.0,6.0,210,-250,95.5,101.5,191,13
2012-11-02,PHX,DET,2012,92.0,0.435,0.714,0.182,15.0,52.0,89.0,0.411,0.579,0.308,20.0,39.0,True,99.0,103.25,0.449875,0.46375,0.7538750000000001,0.8007500000000001,0.31025,0.374625,20.125,20.5,42.875,45.125,2.0,6.0,93.875,93.875,0.434625,0.422125,0.7358750000000001,0.7557499999999999,0.3672499999999999,0.298875,19.625,21.875,42.25,46.75,3.0,5.0,195.0,-4.5,-200,170,99.75,95.25,181,3
2012-11-03,BKN,TOR,2012,107.0,0.457,0.73,0.4,20.0,41.0,100.0,0.451,0.76,0.389,23.0,37.0,True,88.375,100.5,0.415,0.460875,0.7995,0.782125,0.311875,0.338125,17.875,22.375,39.0,45.875,1.0,7.0,86.25,86.875,0.421,0.4131249999999999,0.774875,0.7010000000000001,0.33775,0.30125,18.625,20.875,45.0,40.375,3.0,5.0,194.0,-5.5,-235,200,99.75,94.25,207,7
2012-11-03,CHI,NOP,2012,82.0,0.33,0.84,0.176,21.0,41.0,89.0,0.427,0.87,0.278,13.0,44.0,False,89.25,86.125,0.448,0.40625,0.66375,0.73275,0.3366249999999999,0.2715,23.75,17.5,46.0,40.0,4.0,4.0,89.0,90.75,0.43925,0.413875,0.749,0.6869999999999999,0.269,0.304875,20.125,20.375,43.75,41.875,4.0,4.0,181.5,-9.5,-580,455,95.5,86.0,171,-7
2012-11-03,DAL,CHA,2012,126.0,0.613,0.8,0.64,31.0,43.0,99.0,0.429,0.75,0.176,19.0,38.0,True,92.25,100.25,0.4095,0.471875,0.81325,0.727,0.368625,0.366875,17.0,21.875,40.625,43.875,1.0,7.0,80.625,96.25,0.37825,0.462125,0.726625,0.67725,0.2447499999999999,0.287,17.625,22.75,39.75,45.625,1.0,7.0,187.0,-10.0,-625,475,98.5,88.5,225,27
2012-11-03,HOU,POR,2012,85.0,0.354,0.667,0.192,19.0,56.0,95.0,0.419,0.583,0.417,28.0,53.0,False,99.5,99.375,0.4433749999999999,0.460125,0.752125,0.804625,0.344125,0.346875,22.875,19.5,45.625,42.125,4.0,4.0,97.625,108.25,0.4315,0.5026249999999999,0.788875,0.782125,0.35525,0.4465,19.0,23.125,38.5,44.75,1.0,7.0,206.0,-5.5,-230,195,105.75,100.25,180,-10
2012-11-03,IND,SAC,2012,106.0,0.394,0.889,0.182,16.0,67.0,98.0,0.363,0.8,0.364,19.0,47.0,True,88.25,93.0,0.416,0.435125,0.741625,0.762,0.335875,0.28925,17.375,16.0,43.5,40.75,3.0,5.0,100.25,102.5,0.460125,0.473875,0.727125,0.7645,0.3179999999999999,0.3255,20.25,22.875,39.625,44.0,3.0,5.0,189.0,-7.5,-345,285,98.25,90.75,204,8
2012-11-03,LAC,GSW,2012,110.0,0.429,0.769,0.476,21.0,33.0,114.0,0.488,0.718,0.25,22.0,48.0,False,92.625,95.0,0.457375,0.459125,0.68825,0.7164999999999999,0.3685,0.32625,19.75,22.25,37.5,42.125,3.0,5.0,91.625,96.125,0.447,0.438625,0.6915,0.79325,0.348,0.3005,20.5,22.5,40.0,46.75,2.0,6.0,198.0,-8.5,-460,360,103.25,94.75,224,-4
2012-11-03,MIA,DEN,2012,119.0,0.518,0.852,0.4,26.0,32.0,116.0,0.516,0.65,0.238,13.0,47.0,True,101.875,98.625,0.479625,0.4619999999999999,0.8102499999999999,0.8009999999999999,0.409625,0.3436249999999999,18.625,18.625,39.5,38.125,6.0,2.0,94.125,94.625,0.426875,0.41475,0.659875,0.7185,0.27025,0.299875,21.25,21.25,48.375,46.625,3.0,5.0,199.5,-8.5,-445,355,104.0,95.5,235,3
2012-11-03,MIL,CLE,2012,105.0,0.519,0.667,0.375,32.0,37.0,102.0,0.47,0.621,0.375,19.0,42.0,True,97.0,98.75,0.427125,0.4435,0.766375,0.775625,0.332,0.3675,20.625,22.5,47.375,45.0,3.0,5.0,90.5,102.25,0.4275,0.490375,0.668625,0.711625,0.312125,0.37025,17.625,26.125,41.25,44.375,2.0,6.0,197.5,-7.0,-300,250,102.25,95.25,207,3
2012-11-03,SAS,UTA,2012,110.0,0.568,0.826,0.538,29.0,33.0,100.0,0.494,0.864,0.385,17.0,32.0,True,99.125,101.75,0.465125,0.4594999999999999,0.70675,0.84375,0.37725,0.388,22.0,21.375,40.125,41.875,4.0,4.0,92.5,96.625,0.402375,0.4503749999999999,0.695875,0.756875,0.274125,0.365875,18.5,21.375,50.375,40.875,3.0,5.0,201.5,-7.5,-335,275,104.5,97.0,210,10
2012-11-03,WAS,BOS,2012,86.0,0.436,0.706,0.3,20.0,46.0,89.0,0.429,0.692,0.381,24.0,35.0,False,96.0,87.5,0.461625,0.418625,0.6893750000000001,0.7737499999999999,0.31825,0.2947499999999999,23.125,17.5,41.75,42.5,6.0,2.0,95.125,100.625,0.459125,0.4706249999999999,0.789,0.734,0.31825,0.374,18.875,19.875,38.5,40.875,3.0,5.0,191.0,5.5,200,-240,92.75,98.25,175,-3
2012-11-04,LAL,DET,2012,108.0,0.519,0.692,0.455,27.0,46.0,79.0,0.354,0.826,0.308,19.0,33.0,True,93.25,102.625,0.4475,0.46725,0.772375,0.8183750000000001,0.3135,0.344125,17.0,18.625,41.875,38.875,1.0,7.0,93.25,92.875,0.436875,0.422875,0.71,0.752625,0.35575,0.284875,20.125,21.25,42.0,47.0,3.0,5.0,190.0,-8.0,-360,300,99.0,91.0,187,29
2012-11-04,NYK,PHI,2012,100.0,0.506,0.611,0.407,18.0,39.0,84.0,0.43,0.8,0.471,14.0,41.0,True,90.125,93.125,0.4357499999999999,0.457875,0.7561249999999999,0.7164999999999999,0.338,0.3732499999999999,17.375,19.0,39.375,39.125,4.0,4.0,85.25,87.375,0.4075,0.4317499999999999,0.702875,0.796875,0.3379999999999999,0.26575,18.875,21.5,42.875,42.5,4.0,4.0,187.5,-3.5,-160,140,95.5,92.0,184,16
2012-11-04,OKC,ATL,2012,95.0,0.465,0.909,0.409,27.0,37.0,104.0,0.494,0.7,0.32,20.0,38.0,False,98.375,98.375,0.45875,0.444625,0.783875,0.7925,0.370875,0.389125,16.625,19.25,40.875,39.75,3.0,5.0,87.625,89.875,0.427375,0.43,0.806125,0.7925,0.322375,0.27175,19.5,20.125,41.5,43.125,3.0,5.0,199.0,-9.5,-550,425,104.25,94.75,199,-9
2012-11-04,ORL,PHX,2012,115.0,0.489,0.842,0.818,26.0,46.0,94.0,0.429,0.611,0.263,19.0,45.0,True,87.375,93.125,0.411875,0.44075,0.6993750000000001,0.7697499999999999,0.334375,0.2941249999999999,18.125,17.375,39.875,45.125,3.0,5.0,99.125,101.25,0.45475,0.4493749999999999,0.752875,0.767875,0.3173749999999999,0.350625,20.125,20.0,43.875,43.875,3.0,5.0,193.5,0.0,-110,-110,96.75,96.75,209,21
2012-11-04,TOR,MIN,2012,105.0,0.444,0.882,0.476,18.0,39.0,86.0,0.453,0.71,0.375,18.0,36.0,True,88.25,90.375,0.434,0.423375,0.7609999999999999,0.6936249999999999,0.33775,0.3248749999999999,19.625,20.375,43.375,40.875,2.0,6.0,92.125,99.5,0.4095,0.44375,0.73875,0.711375,0.269625,0.359875,19.0,20.75,43.875,47.125,2.0,6.0,189.0,-3.5,-160,140,96.25,92.75,191,19
2012-11-05,BKN,MIN,2012,96.0,0.479,0.722,0.565,24.0,29.0,107.0,0.5,0.8,0.35,30.0,45.0,False,90.75,99.625,0.423875,0.459875,0.783625,0.7665,0.339125,0.342625,18.25,22.5,39.625,43.875,2.0,6.0,92.625,100.75,0.4157499999999999,0.445625,0.74225,0.7591249999999999,0.28675,0.371,18.75,20.25,42.75,46.375,2.0,6.0,194.5,-7.5,-350,290,101.0,93.5,203,-11
2012-11-05,DAL,POR,2012,114.0,0.615,0.615,0.5,29.0,37.0,91.0,0.387,0.778,0.227,13.0,48.0,True,97.625,101.0,0.437125,0.469,0.8013750000000001,0.737375,0.41525,0.3326249999999999,19.375,20.625,40.625,42.875,2.0,6.0,96.625,105.875,0.4181249999999999,0.487625,0.77425,0.782125,0.344875,0.417875,19.875,22.25,40.25,47.125,2.0,6.0,198.0,-4.0,-175,155,101.0,97.0,205,23
2012-11-05,LAC,CLE,2012,101.0,0.527,0.875,0.36,23.0,38.0,108.0,0.435,0.636,0.483,24.0,43.0,False,95.375,98.0,0.45725,0.46325,0.704375,0.7275,0.394625,0.3199999999999999,19.75,22.5,37.625,42.125,3.0,5.0,92.375,102.5,0.42925,0.48975,0.668125,0.6950000000000001,0.314375,0.342125,17.25,26.125,42.375,43.25,2.0,6.0,199.5,-10.0,-700,500,104.75,94.75,209,-7
2012-11-05,MEM,UTA,2012,103.0,0.418,0.88,0.357,21.0,51.0,94.0,0.444,0.692,0.333,20.0,42.0,True,92.25,91.375,0.422125,0.454375,0.76625,0.67475,0.211,0.3717499999999999,17.625,17.625,42.75,35.875,4.0,4.0,92.5,99.375,0.411,0.47075,0.709,0.778625,0.28375,0.406,17.75,22.75,47.375,39.75,2.0,6.0,195.5,-5.0,-210,175,100.25,95.25,197,9
2012-11-05,MIA,PHX,2012,124.0,0.547,0.789,0.577,33.0,49.0,99.0,0.398,0.759,0.333,22.0,38.0,True,104.125,102.125,0.480125,0.468125,0.824125,0.78225,0.416375,0.333875,19.875,17.875,38.75,39.875,6.0,2.0,95.25,102.25,0.433375,0.452875,0.724,0.78075,0.291875,0.40525,18.875,21.0,44.375,45.125,2.0,6.0,202.5,-13.0,-1700,1100,107.75,94.75,223,25
2012-11-05,PHI,NYK,2012,88.0,0.337,0.846,0.364,19.0,54.0,110.0,0.464,1.0,0.406,24.0,44.0,False,84.375,88.375,0.406375,0.440125,0.715375,0.754875,0.35225,0.30275,18.25,20.25,42.875,41.75,4.0,4.0,90.25,92.0,0.4405,0.450875,0.73875,0.7464999999999999,0.342,0.377125,17.375,18.375,39.75,39.25,4.0,4.0,184.0,-2.5,-140,120,93.25,90.75,198,-22
2012-11-05,SAC,GSW,2012,94.0,0.457,0.696,0.211,13.0,43.0,92.0,0.397,0.857,0.286,21.0,38.0,True,99.5,102.875,0.44625,0.457375,0.7437499999999999,0.788125,0.310875,0.28575,19.375,22.25,40.875,47.5,2.0,6.0,95.0,97.5,0.45525,0.4337499999999999,0.69375,0.795625,0.352875,0.32875,20.375,20.875,41.0,44.0,3.0,5.0,198.0,-2.0,-125,105,100.0,98.0,186,2
2012-11-05,SAS,IND,2012,101.0,0.471,0.846,0.444,25.0,45.0,79.0,0.342,0.864,0.3,11.0,48.0,True,100.25,102.0,0.478875,0.4685,0.725,0.8485,0.402875,0.38725,22.875,21.25,38.0,40.5,4.0,4.0,90.75,93.375,0.414875,0.429625,0.7635,0.766625,0.32925,0.33475,17.125,16.375,47.125,41.0,4.0,4.0,194.0,-8.5,-410,335,101.25,92.75,180,22
2012-11-06,CHI,ORL,2012,99.0,0.476,0.708,0.333,27.0,43.0,93.0,0.419,0.765,0.421,23.0,43.0,True,86.625,85.875,0.425125,0.409875,0.68025,0.74475,0.305,0.292375,22.875,16.875,45.25,40.75,3.0,5.0,89.0,93.0,0.42275,0.439,0.706375,0.73675,0.390625,0.29025,18.75,17.5,39.75,46.125,3.0,5.0,186.0,-9.0,-520,415,97.5,88.5,192,6
2012-11-06,DEN,DET,2012,109.0,0.446,0.773,0.333,23.0,52.0,97.0,0.449,0.84,0.5,26.0,35.0,True,96.125,96.5,0.436375,0.4235,0.65025,0.72975,0.273625,0.33325,20.25,22.0,47.75,44.625,3.0,5.0,88.625,96.75,0.406125,0.4445,0.70075,0.7438750000000001,0.33875,0.300125,19.0,23.0,41.0,48.5,2.0,6.0,199.5,-10.0,-670,495,104.75,94.75,206,12
2012-11-06,OKC,TOR,2012,108.0,0.473,0.853,0.36,24.0,46.0,88.0,0.357,0.84,0.233,16.0,37.0,True,96.875,99.0,0.454375,0.4513749999999999,0.7967500000000001,0.78275,0.3525,0.37625,17.75,19.25,40.25,40.25,2.0,6.0,88.625,90.375,0.42025,0.429625,0.7842499999999999,0.6896249999999999,0.3556249999999999,0.343375,19.875,20.0,43.375,41.0,2.0,6.0,197.5,-9.0,-505,400,103.25,94.25,196,20
2012-11-07,ATL,IND,2012,89.0,0.437,0.5,0.318,24.0,51.0,86.0,0.412,0.889,0.308,18.0,41.0,True,87.375,90.625,0.423,0.43525,0.796375,0.80825,0.32075,0.28125,18.5,21.0,41.125,42.75,3.0,5.0,90.875,96.625,0.410375,0.44525,0.7835,0.786125,0.34175,0.3823749999999999,17.25,18.125,46.875,41.625,3.0,5.0,191.5,-4.0,-175,155,97.75,93.75,175,3
2012-11-07,BOS,WAS,2012,100.0,0.42,0.824,0.308,26.0,44.0,94.0,0.411,0.857,0.345,25.0,44.0,True,92.375,97.0,0.451,0.469375,0.763375,0.7397499999999999,0.32675,0.363375,20.0,19.375,37.625,41.375,4.0,4.0,95.625,86.375,0.4615,0.407875,0.683875,0.758,0.32,0.2955,23.125,18.375,43.25,42.625,6.0,2.0,186.5,-9.5,-610,455,98.0,88.5,194,6
2012-11-07,CHA,PHX,2012,110.0,0.437,0.889,0.455,26.0,39.0,117.0,0.462,0.679,0.444,29.0,50.0,False,84.625,102.625,0.394,0.4965,0.737,0.6672499999999999,0.258875,0.3556249999999999,18.5,24.75,38.875,44.75,1.0,7.0,95.5,104.125,0.431875,0.4649999999999999,0.729,0.7653749999999999,0.296,0.4305,19.375,23.0,43.75,45.5,2.0,6.0,194.0,2.5,130,-150,95.75,98.25,227,-7
2012-11-07,DAL,TOR,2012,109.0,0.464,0.657,0.381,21.0,47.0,104.0,0.444,0.871,0.227,21.0,38.0,True,100.75,99.125,0.461125,0.45125,0.780375,0.737375,0.436125,0.319375,20.5,18.75,40.25,43.75,3.0,5.0,88.75,90.25,0.4095,0.4277499999999999,0.787625,0.7095,0.32925,0.3526249999999999,19.375,19.5,42.25,41.5,2.0,6.0,197.0,-7.0,-300,250,102.0,95.0,213,5
2012-11-07,GSW,CLE,2012,106.0,0.538,0.739,0.278,28.0,44.0,96.0,0.419,0.619,0.344,20.0,39.0,True,94.75,96.25,0.449125,0.43225,0.7353749999999999,0.762375,0.329375,0.335375,20.125,20.125,41.375,42.875,3.0,5.0,93.625,103.875,0.426625,0.502875,0.655,0.7377499999999999,0.33525,0.3416249999999999,18.375,25.75,41.25,44.0,2.0,6.0,201.0,-6.0,-240,200,103.5,97.5,202,10
2012-11-07,HOU,DEN,2012,87.0,0.369,0.739,0.242,18.0,43.0,93.0,0.451,0.571,0.389,20.0,49.0,False,97.375,98.125,0.4343749999999999,0.453125,0.7324999999999999,0.79125,0.333625,0.3365,22.125,19.75,46.625,43.625,4.0,4.0,97.375,98.125,0.442375,0.433125,0.643625,0.73475,0.268375,0.36575,20.25,22.625,47.5,43.5,3.0,5.0,204.0,-2.5,-145,125,103.25,100.75,180,-6
2012-11-07,LAC,SAS,2012,106.0,0.554,0.889,0.353,30.0,46.0,84.0,0.411,0.667,0.348,25.0,29.0,True,97.75,102.5,0.475,0.477,0.715875,0.71825,0.41025,0.380375,21.125,24.0,36.625,42.0,2.0,6.0,97.875,98.0,0.468875,0.45875,0.7486250000000001,0.85575,0.4054999999999999,0.365875,22.625,20.25,38.5,41.5,4.0,4.0,204.5,1.5,-102,-108,101.5,103.0,190,22
